id,area,source,clause,condition,requirement,status,implementation,evidence,proves,gap,detail
SPECIAL-B09,bibliography,local-source-11: ГОСТ Р 7.0.100-2018 (local copy not published),G100:5.2.5; PDF p.27,При самостоятельном библиографическом списке и выбранном уровне описания; не переносить автоматически на затекстовую ссылку,title-related information conditional,partial,src/features/markdown-parser/lib/utils/bib-format-utils.ts: explicit subtitle area,tests/bibliography/bib-areas.test.ts; tests/bibliography/bib-gost.test.ts,Supplied field is rendered in the corresponding description area; contradictory dependent fields fail.,Only supported entry types and field combinations; full conditional grammar and source-truth review remain open.,special-atoms.csv
SPECIAL-B10,bibliography,local-source-11: ГОСТ Р 7.0.100-2018 (local copy not published),G100:5.3.4; PDF p.39,При самостоятельном библиографическом списке и выбранном уровне описания; не переносить автоматически на затекстовую ссылку,parallel edition optional,partial,src/features/markdown-parser/lib/utils/bib-format-utils.ts: explicit paralleledition area,tests/bibliography/bib-areas.test.ts; tests/bibliography/bib-gost.test.ts,Supplied field is rendered in the corresponding description area; contradictory dependent fields fail.,Only supported entry types and field combinations; full conditional grammar and source-truth review remain open.,special-atoms.csv
SPECIAL-B11,bibliography,local-source-11: ГОСТ Р 7.0.100-2018 (local copy not published),G100:5.3.5; PDF p.41,При самостоятельном библиографическом списке и выбранном уровне описания; не переносить автоматически на затекстовую ссылку,edition responsibility conditional,partial,src/features/markdown-parser/lib/utils/bib-format-utils.ts: explicit editionresponsibility area,tests/bibliography/bib-areas.test.ts; tests/bibliography/bib-gost.test.ts,Supplied field is rendered in the corresponding description area; contradictory dependent fields fail.,Only supported entry types and field combinations; full conditional grammar and source-truth review remain open.,special-atoms.csv
SPECIAL-B12,bibliography,local-source-11: ГОСТ Р 7.0.100-2018 (local copy not published),G100:5.3.6; PDF p.41,При самостоятельном библиографическом списке и выбранном уровне описания; не переносить автоматически на затекстовую ссылку,additional edition data required,partial,src/features/markdown-parser/lib/utils/bib-format-utils.ts: explicit editionaddition area,tests/bibliography/bib-areas.test.ts; tests/bibliography/bib-gost.test.ts,Supplied field is rendered in the corresponding description area; contradictory dependent fields fail.,Only supported entry types and field combinations; full conditional grammar and source-truth review remain open.,special-atoms.csv
SPECIAL-B13,bibliography,local-source-11: ГОСТ Р 7.0.100-2018 (local copy not published),G100:5.6.4; PDF p.57,При самостоятельном библиографическом списке и выбранном уровне описания; не переносить автоматически на затекстовую ссылку,other physical characteristics optional,partial,src/features/markdown-parser/lib/utils/bib-format-utils.ts: explicit physicaldetails area,tests/bibliography/bib-areas.test.ts; tests/bibliography/bib-gost.test.ts,Supplied field is rendered in the corresponding description area; contradictory dependent fields fail.,Only supported entry types and field combinations; full conditional grammar and source-truth review remain open.,special-atoms.csv
SPECIAL-B14,bibliography,local-source-11: ГОСТ Р 7.0.100-2018 (local copy not published),G100:5.6.5; PDF p.57,При самостоятельном библиографическом списке и выбранном уровне описания; не переносить автоматически на затекстовую ссылку,size optional,partial,src/features/markdown-parser/lib/utils/bib-format-utils.ts: explicit dimensions area,tests/bibliography/bib-areas.test.ts; tests/bibliography/bib-gost.test.ts,Supplied field is rendered in the corresponding description area; contradictory dependent fields fail.,Only supported entry types and field combinations; full conditional grammar and source-truth review remain open.,special-atoms.csv
SPECIAL-B15,bibliography,local-source-11: ГОСТ Р 7.0.100-2018 (local copy not published),G100:5.6.6; PDF p.60,При самостоятельном библиографическом списке и выбранном уровне описания; не переносить автоматически на затекстовую ссылку,accompanying material optional,partial,src/features/markdown-parser/lib/utils/bib-format-utils.ts: explicit accompanyingmaterial area,tests/bibliography/bib-areas.test.ts; tests/bibliography/bib-gost.test.ts,Supplied field is rendered in the corresponding description area; contradictory dependent fields fail.,Only supported entry types and field combinations; full conditional grammar and source-truth review remain open.,special-atoms.csv
SPECIAL-B16,bibliography,local-source-11: ГОСТ Р 7.0.100-2018 (local copy not published),G100:5.7; PDF p.60,При самостоятельном библиографическом списке и выбранном уровне описания; не переносить автоматически на затекстовую ссылку,series area,partial,src/features/markdown-parser/lib/utils/bib-formatter.ts: явные series/number,tests/bibliography/bib-gost.test.ts: серия книги,Присутствующая серия выводится в области серии,Полная область серии и многочастные записи требуют отдельной модели,special-atoms.csv
SPECIAL-B17,bibliography,local-source-11: ГОСТ Р 7.0.100-2018 (local copy not published),G100:5.8; PDF p.64,При самостоятельном библиографическом списке и выбранном уровне описания; не переносить автоматически на затекстовую ссылку,note area and prescribed punctuation,partial,src/features/markdown-parser/lib/utils/bib-format-utils.ts: explicit bibliographicnote area,tests/bibliography/bib-areas.test.ts; tests/bibliography/bib-gost.test.ts,Supplied field is rendered in the corresponding description area; contradictory dependent fields fail.,Only supported entry types and field combinations; full conditional grammar and source-truth review remain open.,special-atoms.csv
SPECIAL-B18,bibliography,local-source-11: ГОСТ Р 7.0.100-2018 (local copy not published),G100:5.9; PDF p.68,При самостоятельном библиографическом списке и выбранном уровне описания; не переносить автоматически на затекстовую ссылку,identifier/access conditions,partial,src/features/markdown-parser/lib/utils/bib-format-utils.ts: explicit isbn/issn/ismn/doi area,tests/bibliography/bib-areas.test.ts; tests/bibliography/bib-gost.test.ts,Supplied field is rendered in the corresponding description area; contradictory dependent fields fail.,Only supported entry types and field combinations; full conditional grammar and source-truth review remain open.,special-atoms.csv
SPECIAL-B19,bibliography,local-source-11: ГОСТ Р 7.0.100-2018 (local copy not published),G100:5.10; PDF p.71,При самостоятельном библиографическом списке и выбранном уровне описания; не переносить автоматически на затекстовую ссылку,content/media/access area,partial,src/features/markdown-parser/lib/utils/bib-format-utils.ts: explicit contenttype+mediatype area,tests/bibliography/bib-areas.test.ts; tests/bibliography/bib-gost.test.ts,Supplied field is rendered in the corresponding description area; contradictory dependent fields fail.,Only supported entry types and field combinations; full conditional grammar and source-truth review remain open.,special-atoms.csv
SPECIAL-B20,bibliography,local-source-11: ГОСТ Р 7.0.100-2018 (local copy not published),G100:6.1; PDF p.81,При самостоятельном библиографическом списке и выбранном уровне описания; не переносить автоматически на затекстовую ссылку,multi-level record,unsupported,src/features/markdown-parser/lib/utils/bib-formatter.ts:19-88,no nesting model,Статический анализ; динамические доказательства отдельно в special-probes.json,no nesting model,special-atoms.csv
SPECIAL-B21,bibliography,local-source-11: ГОСТ Р 7.0.100-2018 (local copy not published),G100:6.2; PDF p.82,При самостоятельном библиографическом списке и выбранном уровне описания; не переносить автоматически на затекстовую ссылку,multipart monograph,unsupported,src/features/markdown-parser/lib/utils/bib-formatter.ts:141-170,no level model,Статический анализ; динамические доказательства отдельно в special-probes.json,no level model,special-atoms.csv
SPECIAL-B22,bibliography,local-source-11: ГОСТ Р 7.0.100-2018 (local copy not published),G100:6.3; PDF p.87,При самостоятельном библиографическом списке и выбранном уровне описания; не переносить автоматически на затекстовую ссылку,serial resource,unsupported,src/features/markdown-parser/lib/utils/bib-formatter.ts:91-114,article is not serial record,Статический анализ; динамические доказательства отдельно в special-probes.json,article is not serial record,special-atoms.csv
SPECIAL-B23,bibliography,local-source-11: ГОСТ Р 7.0.100-2018 (local copy not published),G100:7.1; PDF p.96,При самостоятельном библиографическом списке и выбранном уровне описания; не переносить автоматически на затекстовую ссылку,component record structure,partial,src/features/markdown-parser/lib/utils/bib-formatter.ts:91-139,limited types,Статический анализ; динамические доказательства отдельно в special-probes.json,limited types,special-atoms.csv
SPECIAL-B24,bibliography,local-source-11: ГОСТ Р 7.0.100-2018 (local copy not published),G100:7.2; PDF p.98,При самостоятельном библиографическом списке и выбранном уровне описания; не переносить автоматически на затекстовую ссылку,component title/responsibility,partial,src/features/markdown-parser/lib/utils/bib-formatter.ts:91-139,no full conditional areas,Статический анализ; динамические доказательства отдельно в special-probes.json,no full conditional areas,special-atoms.csv
SPECIAL-B25,bibliography,local-source-11: ГОСТ Р 7.0.100-2018 (local copy not published),G100:7.3; PDF p.100,При самостоятельном библиографическом списке и выбранном уровне описания; не переносить автоматически на затекстовую ссылку,identifying resource title/responsibility,partial,src/features/markdown-parser/lib/utils/bib-formatter.ts:91-139,no full fields,Статический анализ; динамические доказательства отдельно в special-probes.json,no full fields,special-atoms.csv
SPECIAL-B26,bibliography,local-source-11: ГОСТ Р 7.0.100-2018 (local copy not published),G100:7.4; PDF p.102,При самостоятельном библиографическом списке и выбранном уровне описания; не переносить автоматически на затекстовую ссылку,component location/pages,partial,src/features/markdown-parser/lib/utils/bib-formatter.ts:377-387,no roman/no-page cases,Статический анализ; динамические доказательства отдельно в special-probes.json,no roman/no-page cases,special-atoms.csv
SPECIAL-B27,bibliography,local-source-11: ГОСТ Р 7.0.100-2018 (local copy not published),G100:7.5; PDF p.104,При самостоятельном библиографическом списке и выбранном уровне описания; не переносить автоматически на затекстовую ссылку,component notes,unsupported,src/features/markdown-parser/lib/utils/bib-formatter.ts:91-139,no structured notes,Статический анализ; динамические доказательства отдельно в special-probes.json,no structured notes,special-atoms.csv
SPECIAL-B28,bibliography,local-source-11: ГОСТ Р 7.0.100-2018 (local copy not published),G100:7.8; PDF p.110,При самостоятельном библиографическом списке и выбранном уровне описания; не переносить автоматически на затекстовую ссылку,review/abstract record,unsupported,src/features/markdown-parser/lib/utils/bib-formatter.ts:19-88,no type,Статический анализ; динамические доказательства отдельно в special-probes.json,no type,special-atoms.csv
SPECIAL-B29,bibliography,local-source-12: ГОСТ Р 7.0.108-2022 (local copy not published),G108:4.3; PDF p.9,При ссылке на общедоступный сетевой электронный документ соответствующего вида,electronic exact version,unsupported,src/features/markdown-parser/lib/utils/bib-formatter.ts:213-250,tests/bibliography/bib-gost.test.ts: URL rendering only,URL is rendered when supplied; equivalence to the cited version is not automatically verifiable.,"Синтаксис URL не доказывает, что он указывает на цитируемую версию; требуется сверка с объектом",special-atoms.csv
SPECIAL-B30,bibliography,local-source-12: ГОСТ Р 7.0.108-2022 (local copy not published),G108:5.3.1; PDF p.9,При ссылке на общедоступный сетевой электронный документ соответствующего вида,electronic primary title,partial,src/features/markdown-parser/lib/utils/bib-formatter.ts:29;213-250,no source-title validation,Статический анализ; динамические доказательства отдельно в special-probes.json,no source-title validation,special-atoms.csv
SPECIAL-B31,bibliography,local-source-12: ГОСТ Р 7.0.108-2022 (local copy not published),G108:5.3.4; PDF p.10,При ссылке на общедоступный сетевой электронный документ соответствующего вида,electronic volume/count,unsupported,src/features/markdown-parser/lib/utils/bib-formatter.ts:213-250,no field,Статический анализ; динамические доказательства отдельно в special-probes.json,no field,special-atoms.csv
SPECIAL-B32,bibliography,local-source-12: ГОСТ Р 7.0.108-2022 (local copy not published),G108:5.3.5; PDF p.10,При ссылке на общедоступный сетевой электронный документ соответствующего вида,system/access/update/restriction notes,partial,"bib-formatter.ts: присутствующие updated/republication/publicationdate/accessmode, URL и urldate",tests/bibliography/bib-gost.test.ts: ordered explicit online notes,Provided update/republication/publication/access metadata renders in the specified order.,Фактические сведения и специальные типы ресурсов требуют сверки с объектом,special-atoms.csv
SPECIAL-B33,bibliography,local-source-12: ГОСТ Р 7.0.108-2022 (local copy not published),G108:6.3; PDF p.13,При ссылке на общедоступный сетевой электронный документ соответствующего вида,legal/normative electronic reference,partial,src/features/markdown-parser/lib/utils/bib-formatter.ts:173-184,generic norm only,Статический анализ; динамические доказательства отдельно в special-probes.json,generic norm only,special-atoms.csv
SPECIAL-B34,bibliography,local-source-12: ГОСТ Р 7.0.108-2022 (local copy not published),G108:6.4; PDF p.13,При ссылке на общедоступный сетевой электронный документ соответствующего вида,electronic standard reference,unsupported,src/features/markdown-parser/lib/utils/bib-formatter.ts:173-184,no standard template,Статический анализ; динамические доказательства отдельно в special-probes.json,no standard template,special-atoms.csv
SPECIAL-B35,bibliography,local-source-12: ГОСТ Р 7.0.108-2022 (local copy not published),G108:6.7; PDF p.15,При ссылке на общедоступный сетевой электронный документ соответствующего вида,presentation reference,unsupported,src/features/markdown-parser/lib/utils/bib-formatter.ts:213-250,no type,Статический анализ; динамические доказательства отдельно в special-probes.json,no type,special-atoms.csv
SPECIAL-B36,bibliography,local-source-12: ГОСТ Р 7.0.108-2022 (local copy not published),G108:6.9; PDF p.16,При ссылке на общедоступный сетевой электронный документ соответствующего вида,image reference,unsupported,src/features/markdown-parser/lib/utils/bib-formatter.ts:213-250,no type,Статический анализ; динамические доказательства отдельно в special-probes.json,no type,special-atoms.csv
SPECIAL-B37,bibliography,local-source-12: ГОСТ Р 7.0.108-2022 (local copy not published),G108:6.10; PDF p.16,При ссылке на общедоступный сетевой электронный документ соответствующего вида,audiovisual reference,unsupported,src/features/markdown-parser/lib/utils/bib-formatter.ts:213-250,no type,Статический анализ; динамические доказательства отдельно в special-probes.json,no type,special-atoms.csv
SPECIAL-B38,bibliography,local-source-12: ГОСТ Р 7.0.108-2022 (local copy not published),G108:6.11; PDF p.18,При ссылке на общедоступный сетевой электронный документ соответствующего вида,computer program reference,unsupported,src/features/markdown-parser/lib/utils/bib-formatter.ts:213-250,no type,Статический анализ; динамические доказательства отдельно в special-probes.json,no type,special-atoms.csv
SPECIAL-B39,bibliography,local-source-12: ГОСТ Р 7.0.108-2022 (local copy not published),G108:6.12; PDF p.18,При ссылке на общедоступный сетевой электронный документ соответствующего вида,dataset reference,unsupported,src/features/markdown-parser/lib/utils/bib-formatter.ts:213-250,no type,Статический анализ; динамические доказательства отдельно в special-probes.json,no type,special-atoms.csv
SPECIAL-B40,bibliography,local-source-10: ГОСТ Р 7.0.5-2008 (local copy not published),G005:7.4; PDF p.9,Только при выборе нумерованной затекстовой ссылки,end-reference numbering,implemented,src/shared/config/sto-styles.ts:333-350; src/features/markdown-parser/lib/parser/handlers/sto-handler.ts:100-144,visual template comparison manual,Статический анализ; динамические доказательства отдельно в special-probes.json,visual template comparison manual,special-atoms.csv
SPECIAL-B41,bibliography,local-source-10: ГОСТ Р 7.0.5-2008 (local copy not published),G005:5; PDF p.7,При выборе соответствующего вида библиографической ссылки,in-text bibliographic description in parentheses,unsupported,citation parser,Numeric [N] is an end-reference call under G005:7.4.1 not a section 5 in-text description,Нормативная коррекция по G005:5.2 и 7.4.1,requires distinct parenthetical-description model,special-atoms.csv
SPECIAL-B42,bibliography,local-source-10: ГОСТ Р 7.0.5-2008 (local copy not published),G005:6; PDF p.8,При выборе соответствующего вида библиографической ссылки,footnote reference,unsupported,none,no footnote engine,Статический анализ; динамические доказательства отдельно в special-probes.json,no footnote engine,special-atoms.csv
SPECIAL-B43,bibliography,local-source-10: ГОСТ Р 7.0.5-2008 (local copy not published),G005:8; PDF p.12,При выборе соответствующего вида библиографической ссылки,repeated reference,unsupported,none,no repeat state,Статический анализ; динамические доказательства отдельно в special-probes.json,"Повторное использование номера [N] не реализует сокращённую повторную запись по ГОСТ Р 7.0.5, раздел 8",special-atoms.csv
SPECIAL-B44,bibliography,local-source-10: ГОСТ Р 7.0.5-2008 (local copy not published),G005:9; PDF p.23,При выборе соответствующего вида библиографической ссылки,complex reference,unsupported,none,no combined reference model,Статический анализ; динамические доказательства отдельно в special-probes.json,no combined reference model,special-atoms.csv
SPECIAL-B45,bibliography,local-source-10: ГОСТ Р 7.0.5-2008 (local copy not published),G005:10; PDF p.24,При выборе соответствующего вида библиографической ссылки,electronic reference note,partial,src/features/markdown-parser/lib/utils/bib-formatter.ts:426-445,not full G005 mode,Статический анализ; динамические доказательства отдельно в special-probes.json,not full G005 mode,special-atoms.csv
SPECIAL-B46,bibliography,local-source-10: ГОСТ Р 7.0.5-2008 (local copy not published),G005:11; PDF p.26,При выборе соответствующего вида библиографической ссылки,archival reference,unsupported,none,no type,Статический анализ; динамические доказательства отдельно в special-probes.json,no type,special-atoms.csv
SUP-A01,Применимость,local-source-21: Local academic-text formatting instruction,A01,Все отчёты,Шаблон реализует СТО и традиции кафедры; параметры не равны автоматически требованиям ГОСТ,source-rule,docs/architecture/dotm-template-style-audit.md,Чтение первоисточника,Чтение первоисточника,Для каждого численного отличия нужен отдельно нормативный или образцовый источник,local-only: supplement-matrix.md
SUP-A02,Применимость,local-source-21: Local academic-text formatting instruction,A02,Все отчёты,DOTM допустимо применять к разным учебным документам с заменой титула,partial,src/shared/lib/report-config.ts:13; src/widgets/title-page/lib/title-page.ts:372,Профили nir/coursework/lab; npm test PASS,Профили nir/coursework/lab; npm test PASS,Отдельного конструктора титула ВКР и других форм нет,local-only: supplement-matrix.md
SUP-A03,Применимость,local-source-22: Local laboratory-work formatting instruction,A03,Если назначена конкретная лабораторная,Реферат и библиография в ЛР2 намеренно отсутствуют,implemented,src/shared/lib/report-config.ts:137,Профиль lab без обязательного реферата и с when-cited; tests/scaffold/run_scaffold_tests.ts,Профиль lab без обязательного реферата и с when-cited; tests/scaffold/run_scaffold_tests.ts,Не переносить требования ЛР3 или НИР в lab по умолчанию,local-only: supplement-matrix.md
SUP-A04,Применимость,local-source-02: Local NIR report form,A04,Только работа по форме НИР 2025,Форма НИР перечисляет список источников обязательным,configuration-choice,src/shared/lib/report-config.ts:103; document.requireSources configurable,Чтение формы и профиля,Чтение формы и профиля,"Настройка конкретного отчёта, не дефект универсального defaults; не навязывать другим отчётам",local-only: supplement-matrix.md
SUP-A05,Применимость,local-source-14: Local qualification-work formatting guide,A05,Все отчёты,Методичка разрешает bold в заголовках при буквальном общем запрете СТО,source-conflict,src/shared/config/sto-heading-styles.ts:36,DOTM и методичка; спорный нормативный слой,DOTM и методичка; спорный нормативный слой,Не считать все bold автоматически багом; записать исключение и источник для каждого контекста,local-only: supplement-matrix.md
SUP-A06,Применимость,local-source-02: Local NIR report form,A06,Когда есть конкретное задание,Заголовки этапов совпадают с заданием; заключение содержит результаты и при наличии публикации/доклады,manual-conditional,Нет модели задания в generic parser,Чтение формы,Чтение формы,"Это содержательная проверка конкретной работы, не универсальная структура",local-only: supplement-matrix.md
SUP-T01,Формы,local-source-02: Local NIR report form,T01,Стандартный титул НИР,src/widgets/title-page/lib/title-page.ts воспроизводит основную геометрию заполненного титула,partial,src/widgets/title-page/lib/title-page.ts:372,tests/generator/title_page_metadata_test.ts:49; paragraph-evidence.json,tests/generator/title_page_metadata_test.ts:49; paragraph-evidence.json,Тест метаданных не сравнивает все координаты с официальной формой,local-only: supplement-matrix.md
SUP-T02,Формы,local-source-02: Local NIR report form,T02,Титул НИР,"Шапка 12 pt, разделённые строки и интервалы",partial,src/widgets/title-page/lib/title-page.ts:22; src/widgets/title-page/lib/title-page.ts:29; src/widgets/title-page/lib/title-page.ts:406,"paragraph-evidence.json; generated style=14pt, direct run=12pt","paragraph-evidence.json; generated style=14pt, direct run=12pt",Нельзя считать base style 14pt фактическим размером титула; нужен построчный сравнительный эталон,local-only: supplement-matrix.md
SUP-T03,Формы,local-source-02: Local NIR report form,T03,Титул с подписями,"Положение подписей, пустые абзацы, интервалы и даты",partial,src/widgets/title-page/lib/title-page.ts:583,paragraph-evidence.json: left=5670twips=100.0125mm; word-page-1.png,paragraph-evidence.json: left=5670twips=100.0125mm; word-page-1.png,Не измерено равенство с тем же заполненным официальным титулом; пробелы в подписи хрупки,local-only: supplement-matrix.md
SUP-T04,Формы,Local audit source (not published),T04,Титул произвольной работы,Название типа документа и темы не должны навязывать НИР,partial,src/widgets/title-page/lib/title-page.ts:372; src/widgets/title-page/lib/title-page.ts:516,tests/generator/title_page_metadata_test.ts; npm test PASS,tests/generator/title_page_metadata_test.ts; npm test PASS,"Общий fallback topicPrefix остаётся НИР; автору нужен соответствующий metadata, тесты всех профилей геометрию не доказывают",local-only: supplement-matrix.md
SUP-T05,Формы,local-source-14: Local qualification-work formatting guide,T05,Титул ВКР бакалавра,Титул ВКР бакалавра: собственная структура,missing,Нет профиля vkr в src/shared/lib/report-config.ts:13,read-only symbol search; DOTM body содержит образец,read-only symbol search; DOTM body содержит образец,"Нужен условный вариант титула, без изменения лабораторных/НИР",local-only: supplement-matrix.md
SUP-T06,Формы,local-source-14: Local qualification-work formatting guide,T06,Титул ВКР магистра,Использовать отдельный образец титула магистра,missing,Нет отдельного constructor,Чтение инструкции,Чтение инструкции,Выбор формы и метаданных без копирования служебных подсказок,local-only: supplement-matrix.md
SUP-T07,Формы,local-source-14: Local qualification-work formatting guide,T07,Задание на ВКР,Отдельное задание и образцы бакалавра/магистра,partial,src/app/report-workflow.ts:116 generic frontMatterDocx,tests/generator/front_matter_docx_test.ts использует синтетическое задание,tests/generator/front_matter_docx_test.ts использует синтетическое задание,Вставка стороннего body не эквивалентна заполнению и точному переносу формы,local-only: supplement-matrix.md
SUP-T08,Формы,local-source-04: Local NIR plan form,T08,План НИР,"Индивидуальный план, задание, календарные/оценочные таблицы",missing-conditional,Специализированного генератора нет,Источник скачан; текст извлечён,Источник скачан; текст извлечён,Не внедрять в generic отчёт автоматически,local-only: supplement-matrix.md
SUP-T09,Формы,local-source-03: Local NIR review form,T09,Отзыв руководителя,Отдельная форма отзыва,missing-conditional,Специализированного генератора нет,Источник скачан; текст извлечён,Источник скачан; текст извлечён,"Вне основного formatting engine, но источник проиндексирован",local-only: supplement-matrix.md
SUP-T10,Формы,local-source-09: Local NIR statement form,T10,Заявление НИР,Отдельная форма заявления,missing-conditional,Специализированного генератора нет,Источник скачан; текст извлечён,Источник скачан; текст извлечён,Опциональный документ комплекта,local-only: supplement-matrix.md
SUP-T11,Формы,Local DOTM template (semantics audited; file omitted),T11,Практика,Титул практики отличается от общего титула,partial,src/widgets/title-page/lib/title-page.ts; src/widgets/title-page/lib/title-page-metadata.ts,tests/generator/title_page_metadata_test.ts: synthetic practice metadata,Practice title uses explicit metadata and generic roles without private organization/date defaults.,Template-specific practice title parity needs acceptance on an explicit fixture.,local-only: supplement-matrix.md
SUP-T12,Импорт DOCX,Local audit source (not published),T12,Если задан frontMatterDocx,Вставка формы до реферата,partial,src/shared/lib/docx-archive.ts:752,tests/generator/front_matter_docx_test.ts; npm test PASS,tests/generator/front_matter_docx_test.ts; npm test PASS,Вставка не заменяет уже созданный титул и не является произвольным слиянием DOCX,local-only: supplement-matrix.md
SUP-T13,Импорт DOCX,Local audit source (not published),T13,Импорт форматированной формы,Сохранение стилей и прямого форматирования формы,partial,normalizeFrontMatterElement преобразует абзацы/таблицы,"Чтение кода: импортирует document body, не полный style/numbering package","Чтение кода: импортирует document body, не полный style/numbering package","Нет гарантии всех исходных pPr/rPr, размеров и разрывов; нужен roundtrip snapshot официальной формы",local-only: supplement-matrix.md
SUP-T14,Импорт DOCX,Local audit source (not published),T14,Форма с изображением/relationship,Поддержка связанных частей формы,unsupported,Relationship-bound content явно отклоняется,Явная проверка в коде,Явная проверка в коде,"Это честное ограничение, не молчаливая поддержка любых DOCX",local-only: supplement-matrix.md
SUP-T15,Импорт DOCX,Local audit source (not published),T15,Таблицы во вставленной форме,Сохранение геометрии таблиц формы,partial,"Удаляет tcW, меняет hRule на atLeast; отдельные эвристики подписей",tests/generator/front_matter_docx_test.ts,tests/generator/front_matter_docx_test.ts,"Адаптация доказана кодом, визуальная эквивалентность исходнику не доказана",local-only: supplement-matrix.md
SUP-T16,Формы,local-source-21: Local academic-text formatting instruction,T16,Красные заполнители образцов,"Заменить подсказки, убрать красный цвет и примечания",manual-conditional,Нет универсальной проверки всех imported run colors,paragraph-evidence.json,paragraph-evidence.json,Не копировать красные инструкции как нормативный стиль,local-only: supplement-matrix.md
SUP-I01,Шаблон,local-source-21: Local academic-text formatting instruction,I01,Применение стиля,"Использовать исходный стиль, а не случайную модификацию",partial,17 display name mappings,tests/validator/dotm_style_contract_test.ts:100,tests/validator/dotm_style_contract_test.ts:100,Имя не доказывает отсутствие direct formatting override,local-only: supplement-matrix.md
SUP-I02,Шаблон,local-source-21: Local academic-text formatting instruction,I02,Контекстные исключения,Разрешены ручные коррекции отступов/spacing/font при соблюдении СТО,source-rule,Рендерер содержит прямое форматирование,Чтение инструкции,Чтение инструкции,Каждое исключение должно иметь контекст и обоснование,local-only: supplement-matrix.md
SUP-I03,Реферат,local-source-21: Local academic-text formatting instruction,I03,Если есть ключевые слова,Интервалы до/после списка ключевых слов,partial,src/shared/config/sto-rules.json:77; parser sto-handler,"paragraph-evidence.json: before=360twips (18pt), after=240twips (12pt); word-page-2.png","paragraph-evidence.json: before=360twips (18pt), after=240twips (12pt); word-page-2.png",Числа совпадают с DOTM; нужна проверка фактических paragraph overrides и переноса страницы,local-only: supplement-matrix.md
SUP-I04,Реферат,local-source-25: Local referat example,I04,Использование самостоятельного образца,После вставки к словам применить +КлючСловаРеферат,source-conflict,Рендерер использует Normal + direct properties,"paragraph-evidence.json: specimen firstLine=720twips, generator=709","paragraph-evidence.json: specimen firstLine=720twips, generator=709","Разница 11twips=0.194028mm; образец прямо просит применить DOTM стиль, поэтому 720 не основание менять 709",local-only: supplement-matrix.md
SUP-I05,Реферат,local-source-25: Local referat example,I05,Пустые строки вокруг ключевых слов,Разделять пустые абзацы образца и интервалы стиля,unverified-layout,Generator emits spacing without the sample blank paragraphs,paragraph-evidence.json,paragraph-evidence.json,Нельзя складывать произвольные пустые строки образца и spacing DOTM; нужен одинаковый текст и согласованный эталон,local-only: supplement-matrix.md
SUP-I06,Содержание,local-source-21: Local academic-text formatting instruction,I06,Если есть содержание,Заголовки РЕФЕРАТ/СОДЕРЖАНИЕ не включаются в TOC,verified-sample,src/features/markdown-parser/lib/parser/handlers/sto-handler.ts:52,tests/generator/toc_regression.ts; fresh Word PDF page 3,tests/generator/toc_regression.ts; fresh Word PDF page 3,"Проверен один документ, не все составы",local-only: supplement-matrix.md
SUP-I07,Содержание,local-source-21: Local academic-text formatting instruction,I07,Если есть содержание,Пункты Введение/Заключение/Источники обычным регистром,verified-sample,"Исходный text sentence case, caps style heading",fresh Word PDF page 3; tests/generator/toc_regression.ts,fresh Word PDF page 3; tests/generator/toc_regression.ts,Нет сравнительной пиксельной проверки всех уровней и длинных строк,local-only: supplement-matrix.md
SUP-I08,Содержание,local-source-21: Local academic-text formatting instruction,I08,Если есть приложения,"Приложение А. Название в TOC, точка после буквы",verified-sample,src/features/markdown-parser/lib/parser/handlers/appendix-toc-field.ts; sto-handler.ts,tests/parser/appendix_parser_tests.ts; .agent-work/backtest-2026-09-25/appendix-complex-generated.accepted.docx; appendix-complex-generated.accepted.accepted.docx; .agent-work/backtest-2026-09-25/appendix-two.accepted.docx,Exact Приложение А. Расчётные данные entry and page 9 survive two full Word updates; visible heading is separate. Separate Б entry appears on page 10.,Long titles and additional appendix forms require native acceptance.,local-only: supplement-matrix.md
SUP-I09,Приложения,local-source-21: Local academic-text formatting instruction,I09,Заголовок приложения,"ПРИЛОЖЕНИЕ А и название через Shift+Enter, один styled paragraph",partial,src/features/markdown-parser/lib/parser/handlers/sto-handler.ts; src/shared/config/sto-styles.ts,tests/parser/appendix_parser_tests.ts: one paragraph and w:br; .agent-work/backtest-2026-09-25/appendix-complex-generated.accepted.docx; .agent-work/backtest-2026-09-25/appendix-two.accepted.docx,Visible label and title stay in one styled paragraph with a soft break after native Word update; order is preserved.,Local DOTM style parity on additional forms remains unverified.,local-only: supplement-matrix.md
SUP-I10,Содержание,local-source-21: Local academic-text formatting instruction,I10,Повторное обновление TOC,Ручное изменение регистра/точки может теряться после полного обновления,verified-sample,src/app/word-acceptance-integrity.ts; src/features/markdown-parser/lib/parser/handlers/appendix-toc-field.ts,tests/workflow/word_acceptance_integrity_test.ts; .agent-work/backtest-2026-09-25/appendix-complex-generated.acceptance.json; appendix-complex-generated.accepted.acceptance.json,"Two full Word updates preserve the exact TOC entry, 9-page count, and body order; old simple-field corruption is rejected.",More appendix compositions and template parity remain unverified.,local-only: supplement-matrix.md
SUP-I11,Размещение,local-source-21: Local academic-text formatting instruction,I11,Рисунки и подписи,Рисунок и подпись на одной странице,verified-sample,"Generator keep settings, XML adjacency",fresh Word PDF pages 5–6; word-page-6.png,fresh Word PDF pages 5–6; word-page-6.png,Нет stress test крупного рисунка/многострочной подписи у конца страницы,local-only: supplement-matrix.md
